text,binary,multiclass,id
"#USER# The ocean. Has anyone ever seen across it with the naked eye? Just asking questions. THEY want you to believe the earth is round but have YOU ever been to space?
Just asking questions.",Not Hope,Not Hope,2978
"Since COVID put me at home though, it’s shifted my feelings and thoughts. Not being really on the scene anymore kinda started having me yearn that family structure again but I wouldn’t allow others to know that",Not Hope,Not Hope,7961
"The final project was approved.
We will work on digital library system development and imlementation for SZU. (InShaAllah).✌ #URL#",Hope,Generalized Hope,3063
#USER# #USER# #USER# #USER# What if The parents dont believe in you forcing Pronouns on their chidlern ?,Not Hope,Not Hope,5604
"#USER# #USER# That’s an induction abortion, though. If you do not expect the fetus to survive, and you are terminating the pregnancy prematurely, that is an abortion.",Not Hope,Not Hope,3804
"""Her, Who I Yearn For"" is an absolutely perfect comic! It's living rent free in my head!
 
#bilibilicomics #cute #comicart

https://t.co/jLUc8oqAWU^cute^comicart #URL#",Not Hope,Not Hope,4179
"I wish Twitter would automatically turn off retweets when you follow someone, I’m tired of doing it manually",Hope,Unrealistic Hope,6309
"#USER# Inshallah i will heal it.
Soon it will be my past.aur past ko tww yd krnaa e fazol haii🤣🤣",Hope,Generalized Hope,961
#USER# Sorry you’re a good coach but you coaching united and Ronaldo so I hope you fail. Sincerely,Hope,Realistic Hope,2310
"#vss365
I can't tell anyone, they'll arrest me.
&amp; If I fail it could be born in a prison.
What are my options?
Cross a border?
Cross my heart&amp;hope to die, stick a needle in my-
The alley butcher tells me to hush my screams&amp; #pray.
Odd, that's what the guy who did this to me said. #URL#",Not Hope,Not Hope,242
I wish some of my friends lived in Houston or Texas so we could hang out more.,Hope,Realistic Hope,727
"#USER# We can't count on this. Too many will still vote R. Internalized misogyny and white supremacy are strong forces. If it happens, great, but we still have to fight like hell to get as many Rs out and Ds in as possible with or without them.",Not Hope,Not Hope,2114
"“But you see, Eden pulls me back. Everywhere I go, this is the only place that I yearn for. Eden is my home; and I want to let everyone know that Eden isn’t that bad! I want to tell everyone that it’s a peaceful place, it’s one of the few places that many beings alike can exist.”",Hope,Generalized Hope,3228
#USER# Ppl misunderstand House of M so bad I wish it had never been published,Hope,Unrealistic Hope,4561
"#USER# I pray you be a mighty warrior lioness of the LORD Jesus Christ against athiesm!

I would love for you talk about this more indepth! #URL#",Hope,Unrealistic Hope,406
"It also uses the API at #URL# to generate “clarifying” paragraphs via their neural network! We’re hoping to use this #USER# while investigating haunted spots!

Our patrons will soon get their magic sentences/paragraphs (join us! #URL# #URL#",Hope,Realistic Hope,2929
"Across the globe, the healthcare and life sciences sector is experiencing rapid innovation matched with strict regulation. At Lex Mundi, our Healthcare and Life Sciences Practice Group works to stay ahead of the changes and anticipate potential challenges. In May, the … #URL#",Hope,Generalized Hope,7499
"Kaafirs and munaafiqeen like to busy us on the faults &amp; failures of our best people that we are left to only aspire towards men who are angels &amp; faultless saints (who don't exist).

They got us to be intolerant of great men with flaws. The kaafirs shame us with their small errors #URL#",Not Hope,Not Hope,4116
"The current LTCBTC ratio is 0.00268958

Litecoin is an oscillator to bitcoin &amp; next peak cycle we expect the LTCBTC ratio to peak around .025

At today's bitcoin price we expect litecoin's price to be: 

$206 at .010
$310 at .015
$413 at .020
$517 at .025

$1293 at .0625 max",Not Hope,Not Hope,3760
#USER# Now i just hope everything will fix ASAP... Jungkook already missed many things tho😭🤧,Hope,Generalized Hope,4552
"Always loved these guys at #USER# to miss them.. 😭 wonder if they will be heading to a new enclosure across town? Hope so
#BristolZoo #seals #penguin #URL#",Not Hope,Not Hope,8251
"#USER# Well worded.

If ONLY you were an implementer also.

Are you a visionary,  a procrastinator, a dreamer or a compromised cadre?

Yet you are by far the best of #USER# politician's talent pool.

I yearn for the SA  called the Rainbow Nation.

Am I a dreamer?",Hope,Unrealistic Hope,1415
#USER# I wish I could tell you but I only started IDing as pan again recently and all the discourse around flags has made me just stay away from using any flag cause I never know which is right 😭😭 I'm just floating between pan and just saying gay/queer and being flagless instead,Not Hope,Not Hope,7131
"#USER# Todd, do you anticipate that we finally jump on board with NIL?  I remember the fan base on the lawn of the president demanding action for not winning games...  If we start falling behind will the regents have a change of heart?",Not Hope,Not Hope,369
"#USER# Yes, it is another provocation.  It is another provocation by you Muscovites against all of humanity.  Enjoy your trial and lawful execution Dmitry!  I hope it is televised! #URL#",Hope,Realistic Hope,1599
"#USER# I wish we who don't like her, can get in a line and kick 🦶🦶🦶 her but",Hope,Unrealistic Hope,987
"#USER# Hey I use the composite but it's only who you sign out of HS. So like if you took a former 5-star HS from a school he got secretly kicked out of as a transfer, that doesn't count. We do re-grade xfers and I am working on integrating. I assume this is about UCF?",Not Hope,Not Hope,7282
"#USER# #USER# #USER# #USER# #USER# There is no sensible answer to this. If you own X $BTC coins, go 10X $XMR coins. Or 20. This is my goal. Remember that $XMR was created specifically for private transactions. How many do you anticipate making?

Set a goal. When you reach the goal, reassess and set a new goal.",Not Hope,Not Hope,3344
"#USER# Sometimes, stuff happens. 

But there's always time for everything if you know how to use it. Don't feel sad about it and plan for next time with more desire!",Hope,Generalized Hope,5425
"#USER# #USER# #USER# Yes, most of us don’t care. Jews, Muslims, Satanists, Buddhists…pray all you want. This Christian doesn’t care.",Hope,Generalized Hope,7828
America was founded and built using the blood sacrifices of millions of people who suffered because they didn't anticipate how evil their brethren  could be #URL#,Not Hope,Not Hope,2710
🚨 Arsenal have submitted a £35m bid for Ajax defender Lisandro Martinez. Arsenal are ahead of Manchester United in the battle for Martinez’s signature &amp; are hopeful their offer will be accepted by Ajax. [@DiscoMirror] #afc,Hope,Realistic Hope,5302
"#USER# I wish I had an answer. Stay loud and stay active. For now, Oregon is a lovely place to visit, and if people need a quiet trip that only they know about, I’m here. Until this dystopian insanity ends, I’ll be donating here. #URL# #URL#",Not Hope,Not Hope,4279
#USER# Noooo it's ok to be emo! You can be whoever you want I believe in you!!,Hope,Generalized Hope,7885
"please, grimnir! you're her only hope!
oh man... ohhh man, this is getting so good... i love stuff like this!
pull it together, nerd!
worry not, my diminutive friend. for i am the god of war,
that racing gale upon the fields of battle! none can match my speed!",Hope,Generalized Hope,6735
"#USER# In short, yes, among others.
The timing will depend on the legislative cycles. 
I anticipate, Florida rejecting same sex marriage (in 2023). Georgia reimplementing anti-sodomy laws; Alabama reinstating anti-miscegeny laws.
Door is opened: Obergfell, Griswold, and Loving.",Not Hope,Not Hope,2158
"Chegg unlock! Bartleby unlock!

UNLI unlocks
- 30php for 1 hour
- expect fast replies
- perfect for live quiz and exam

Rush 13",Not Hope,Not Hope,3131
"#USER# #USER# #USER# I wish you more success and may you continue to spread your genuine kindness to people around you! Since you're doing amazing and caring about people so much, please know that you deserve all the good things in this world! we always need a great person like you #USER# 💕",Hope,Generalized Hope,172
😬😬 I’m Christian in the sense I believe in Jesus not in the sense that I think they’re aren’t other religions that should be acknowledged. This is great for the students who want to participate but not so much for the ones who don’t. #URL#,Not Hope,Not Hope,2401
#USER# #USER# Go bust with the parachute money? What a tool. For the record I was hoping you’d go bust but hey ho my main wish for this season was granted. WE ARE PREMIER LEAGUE!!!,Hope,Unrealistic Hope,2687
"#USER# #USER# They do not dare. Can you imagine the violence that would be meted out on them? This aside from their desire to be 'part of the team' and not be thought of as 'other'.

Only the privileged, only those already in the club, care to mark territory like that...and this is what it is.",Not Hope,Not Hope,5649
#USER# I have always wanted to visit there.  If nothing but for the family history. My family roots run deep in that land.  The hope of meeting an ancestor through the veil is very much part of that.,Hope,Realistic Hope,1232
At Warwick Castle today and convinced more than ever that the people yearn to be peasants #URL#,Not Hope,Not Hope,6297
#USER# I would rather see her a thousand times more combative and hopeful with Sabrina and pissed off with Percival than to see her one moment alone in their home without him. I can't see her cry one second more #URL#,Not Hope,Not Hope,7779
